"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8746","Change profile name","tests","2025-11-24","passed","2025-11-24","TestProfileFeature","feature_profile_test","",""
